1142395.31831923,3082241.92176351
1142526.72893032,3082213.65163385
1142633.84980785,3082192.21388626
1142771.87675556,3082166.30433207
1142964.65236103,3082137.91040165
1143129.007529,3082107.0642811
1143264.62317693,3082071.95636328
1143388.75856295,3082027.11619657
1143505.60246218,3081968.94082532
1143603.39889577,3081909.20296258
1143690.63981278,3081843.34134737
1143775.91404333,3081765.68115665
1143854.37183042,3081686.02576527
1143930.58896957,3081607.39965358
1143996.63392354,3081537.33963285
1144056.18851232,3081467.74135959
1144137.22091801,3081369.99252964
1144211.11064495,3081277.54156426
1144269.25812221,3081179.78954703
1144307.73266403,3081086.02576527
1144342.46441814,3080991.44532527
1144373.25821311,3080900.828613
1144399.28833149,3080798.92857089
1144419.34818026,3080702.79027346
1144424.14368188,3080603.03369775
1144425.43665357,3080474.46067683
1144423.51884567,3080360.07229869
1144422.25743754,3080180.19761148
1144408.70171794,3080036.02576527
1144390.05003503,3079923.11809466
1144350.6753353,3079815.40866867
1144273.42544583,3079628.57106137
1144208.55718796,3079510.03787531
1144136.10916387,3079369.02075861
1144051.24881216,3079191.59777072
1143972.12451769,3079043.07382529
1143898.62819716,3078909.61526292
1143798.86996316,3078744.93697855
1143729.72454443,3078636.89984449
1143697.47582526,3078584.54795977
1143651.89040061,3078515.81220546
1143603.55417155,3078442.6401015
1143566.55014207,3078386.02576527
1143532.38237988,3078317.64857165
1143463.05668434,3078198.76764176
1143388.25863037,3078068.77316999
1143323.07050971,3077947.18453937
1143270.44987405,3077858.05191355
1143222.12451769,3077778.44974059
1143179.3195486,3077697.80082636
1143134.3160596,3077612.92345204
1143103.45959172,3077547.10833129
1143083.42994697,3077486.43346276
1143071.30362265,3077422.51245585
1143069.18489811,3077349.2321295
1143073.52858019,3077270.75700957
1143081.29042686,3077200.98764458
1143098.3239721,3077139.69006068
1143124.88620971,3077088.02310875
1143160.97291674,3077024.95274927
1143192.64034959,3076966.78487379
1143229.87912801,3076902.41347697
1143273.20293069,3076847.47614164
1143315.03126833,3076801.56277282
1143357.58330521,3076760.75778112
1143406.03358343,3076718.68676073
1143450.10377154,3076689.95837909
1143488.57273983,3076667.89833618
1143536.78745942,3076642.03663719
1143575.05796237,3076622.78921196
1143619.42870217,3076606.63258471
1143672.12451769,3076591.37421413
1143736.26204257,3076584.84688531
1143800.99249968,3076581.7467309
1143892.90597642,3076580.50167647
1143989.29493715,3076580.34338946
1144066.11124916,3076584.36192475
1144146.93500713,3076591.18650391
1144236.82847868,3076602.23764085
1144311.53379001,3076620.1011929
1144373.97165356,3076643.65398875
1144438.21974569,3076673.62909736
1144488.87351802,3076701.76838461
1144561.79401261,3076743.98285408
1144624.81577842,3076792.08550546
1144693.20477505,3076844.8956921
1144771.70204231,3076915.61589653
1144849.27395748,3076987.6576407
1144923.70321176,3077063.50888557
1144982.22363258,3077125.6232269
1145042.71693205,3077192.79514952
1145115.10188877,3077265.78142894
1145235.29286161,3077397.14849254
1145361.83444161,3077559.23398154
1145476.05125181,3077700.44288702
1145660.35868075,3077936.02576527
1145736.25630674,3078044.39691483
